index,BART,source,A,B,AxB_A,AxB_B,AxB_NotSure,A_fluency,B_fluency,SxA_S,SxA_A,SxA_NotSure,SxB_S,SxB_B,SxB_NotSure
64,True,Tapioca is an ingredient in bakso which is made in China and is popular in the Indonesian region and also in the neighbouring Southeast Asian countries .,Tapioca is an ingredient in bakso which is made in China . Bakso is popular all over Indonesia and Southeastern Asian countries .,Tapioca is an ingredient in bakso . Bakso is popular in the Indonesian region and also in the neighbouring Southeast Asian countries . Bakso is made in China .,6,1,0,29,23,3,4,0,4,3,0
65,False,Tapioca is an ingredient in bakso which is made in China and is popular in the Indonesian region and also in the neighbouring Southeast Asian countries .,Tapioca is an ingredient in bakso which is made in China . Bakso is popular in the Indonesian region and also in the neighbouring Southeast Asian countries .,Tapioca is an ingredient in bakso . Bakso is popular in the Indonesian region and also in the neighbouring Southeast Asian countries . Bakso is made in China .,6,1,0,29,23,3,4,0,4,3,0
66,True,"Ampara Hospital has 476 beds and is situated in the Eastern Province , Sri Lanka .","Ampara Hospital has 476 beds . It is situated in the Eastern Province , Sri Lanka .","Ampara Hospital is in Sri Lanka . Ampara Hospital is in the Eastern Province , Sri Lanka . Ampara Hospital has 476 beds .",3,3,1,26,26,3,4,0,3,4,0
67,False,"Ampara Hospital has 476 beds and is situated in the Eastern Province , Sri Lanka .","Ampara Hospital is located in Eastern Province , Sri Lanka . Ampara Hospital has 476 beds .","Ampara Hospital is in Sri Lanka . Ampara Hospital is in the Eastern Province , Sri Lanka . Ampara Hospital has 476 beds .",3,3,1,26,26,3,4,0,3,4,0
68,True,"The Allama Iqbal International Airport , in Punjab Pakistan is operated by the Pakistan Civil Aviation Authority , based in Jinnah International Airport .",The Pakistan Civil Aviation Authority is the operating organisation of the Allama Iqbal International Airport which is located in Punjab . Pakistan and is located at Jinnah International Airport .,Allama Iqbal International Airport is operated by Pakistan Civil Aviation Authority . The Pakistan Civil Aviation Authority Headquarters is the Jinnah International Airport . Allama Iqbal International airport is located in Punjab Pakistan .,2,5,0,28,28,1,6,0,2,5,0
69,False,"The Allama Iqbal International Airport , in Punjab Pakistan is operated by the Pakistan Civil Aviation Authority , based in Jinnah International Airport .","Allama Iqbal International Airport is located in the Punjab , Pakistan . It is operated by the Pakistan Civil Aviation Authority whose headquarters are in the Jinnah International Airport .",Allama Iqbal International Airport is operated by Pakistan Civil Aviation Authority . The Pakistan Civil Aviation Authority Headquarters is the Jinnah International Airport . Allama Iqbal International airport is located in Punjab Pakistan .,2,5,0,28,28,1,6,0,2,5,0
70,True,"Damon Wayans Jr starred in the film Big Hero 6 which also included the character of Baymax who was created by the American , Duncan Rouleau .",Damon Wayans Jr starred in the film Big Hero 6 which also included the character of Baymax . The character Baymax was created by Duncan Rouleau .,"Baymax was created by American , Duncan Rouleau . Baymax is a character in Big Hero 6 . The film Big Hero 6 stars actor Damon Wayans Jr.",4,3,0,25,31,2,5,0,2,5,0
71,False,"Damon Wayans Jr starred in the film Big Hero 6 which also included the character of Baymax who was created by the American , Duncan Rouleau .","Baymax is a character in the film Big Hero 6 which starred Damon Wayans , Jr. The character was created by the American national Duncan Rouleau .","Baymax was created by American , Duncan Rouleau . Baymax is a character in Big Hero 6 . The film Big Hero 6 stars actor Damon Wayans Jr.",4,3,0,25,31,2,5,0,2,5,0
72,True,"Abdul Taib Mahmud was born in Miri , Malaysia , now lives in Kuching and is a member of the Parti Pesaka Bumiputera Bersatu .","Abdul Taib Mahmud was born in Miri , Malaysia , now lives in Kuching . He is a member of the Parti Pesaka Bumiputera Bersatu .","Abdul Taib Mahmud 's party is the Parti Pesaka Bumiputera Bersatu . Abdul Taib Mahmud lives in Kuching . Abdul Taib Mahmud was born in Miri , Malaysia .",5,2,0,28,27,3,4,0,3,4,0
73,False,"Abdul Taib Mahmud was born in Miri , Malaysia , now lives in Kuching and is a member of the Parti Pesaka Bumiputera Bersatu .","Abdul Taib Mahmud , was born in Miri , Malaysia , and is part of the Parti Pesaka Bumiputera Bersatu . Abdul Taib Mahmud lives in Kuching .","Abdul Taib Mahmud 's party is the Parti Pesaka Bumiputera Bersatu . Abdul Taib Mahmud lives in Kuching . Abdul Taib Mahmud was born in Miri , Malaysia .",5,2,0,28,27,3,4,0,3,4,0
74,True,"Ab Klink was born in Stellendam , attended Erasmus University Rotterdam and belongs to the Christian Democratic Appeal party .",Ab Klink 's Alma mater is Erasmus University Rotterdam . Ab Klink was born in Stellendam and belongs to the Christian Democratic Appeal party .,Ab Klink attended Erasmus University Rotterdam . Ab Klink belongs to the Christian Democratic Appeal party . Ab Klink was born in Stellendam .,4,3,0,28,24,2,5,0,0,6,1
75,False,"Ab Klink was born in Stellendam , attended Erasmus University Rotterdam and belongs to the Christian Democratic Appeal party .",Ab Klink attended Erasmus University Rotterdam . Ab Klink was born in Stellendam and belongs to the Christian Democratic Appeal party .,Ab Klink attended Erasmus University Rotterdam . Ab Klink belongs to the Christian Democratic Appeal party . Ab Klink was born in Stellendam .,4,3,0,28,24,2,5,0,0,6,1
76,True,"The Ataturk Monument ( Izmir ) is found in Turkey , where the capital is Ankara and the leader is Ahmet Davutoglu .",The Ataturk Monument ( İzmir ) is found in Turkey where the capital is Ankara . Turkey 's leader is Ahmet Davutoğlu .,The Ataturk Monument ( Izmir ) is found in Turkey . Turkey 's leader is Ahmet Davutoglu . Turkey 's capital is Ankara .,5,2,0,28,25,2,5,0,4,3,0
77,False,"The Ataturk Monument ( Izmir ) is found in Turkey , where the capital is Ankara and the leader is Ahmet Davutoglu .","The Ataturk Monument is located in Izmir , Turkey , where the capital is Ankara . Turkey 's leader is Ahmet Davutoglu .",The Ataturk Monument ( Izmir ) is found in Turkey . Turkey 's leader is Ahmet Davutoglu . Turkey 's capital is Ankara .,5,2,0,28,25,2,5,0,4,3,0
78,True,"10 Hygiea has an apoapsis of 523951582.33968 km , an escape velocity of 0.21 km per sec , and a surface are of 837080.744 sq km .",10 Hygiea has an apoapsis of 523951582.33968 kilometres . It has an escape velocity of 0.21 km per sec and its surface is 837080.744 sq km .,10 Hygiea has a surface area of 837080.744 square kilometres . 10 Hygiea has an escape velocity of 0.21 km per secs . 10 Hygiea has an apoapsis of 523951582.33968 kilometres .,3,4,0,29,27,3,4,0,0,7,0
79,False,"10 Hygiea has an apoapsis of 523951582.33968 km , an escape velocity of 0.21 km per sec , and a surface are of 837080.744 sq km .","10 Hygiea has a surface area of 837080.744 square kilometres , and an apoapsis of 523951582.33968 kilometres . 10 Hygiea has an escape velocity of 0.21 km per secs .",10 Hygiea has a surface area of 837080.744 square kilometres . 10 Hygiea has an escape velocity of 0.21 km per secs . 10 Hygiea has an apoapsis of 523951582.33968 kilometres .,3,4,0,29,27,3,4,0,0,7,0
80,True,"The Olympic Stadium ( Athens ) , is the home ground of AEK Athens FC , have 69618 members and are in the Superleague of Greece .",The Olympic Stadium ( Athens ) is the home ground of AEK Athens FC which is in the Superleague of Greece . The club has 69618 members .,AEK Athens F.C. has 69618 members . The Olympic Stadium ( Athens ) is the home ground of AEK Athens FC . AEK Athens F.C. is in the Superleague of Greece .,5,2,0,27,26,0,7,0,3,4,0
81,False,"The Olympic Stadium ( Athens ) , is the home ground of AEK Athens FC , have 69618 members and are in the Superleague of Greece .",The Olympic Stadium ( Athens ) is the home ground of AEK Athens FC who compete in the Superleague Greece . The club has 69618 members .,AEK Athens F.C. has 69618 members . The Olympic Stadium ( Athens ) is the home ground of AEK Athens FC . AEK Athens F.C. is in the Superleague of Greece .,5,2,0,27,26,0,7,0,3,4,0
82,True,The 320 South Boston Building formally known as the Exchange National Bank Building was completed in 1929 and has 22 floors and is 121.92 meters .,320 South Boston Building was formally known as the Exchange National Bank Building . It was completed in 1929 and has 22 floors and is 121.92 metres long .,The 320 South Boston Building is 121.92 metres and has 22 floors . 320 South Boston Building was formerly called the Exchange National Bank Building . 320 South Boston was completed in 1929 .,6,1,0,29,22,1,6,0,4,3,0
83,False,The 320 South Boston Building formally known as the Exchange National Bank Building was completed in 1929 and has 22 floors and is 121.92 meters .,The 320 South Boston Building was formerly called the Exchange National Bank Building and was completed in 1929 . The building has a height of 121.92 metres and has 22 floors .,The 320 South Boston Building is 121.92 metres and has 22 floors . 320 South Boston Building was formerly called the Exchange National Bank Building . 320 South Boston was completed in 1929 .,6,1,0,29,22,1,6,0,4,3,0
84,True,American Journal of Mathematics is published in 1878 by the Johns Hopkins University Press whose parent company is Johns Hopkins University located in the United States .,The American Journal of Mathematics was first published in 1878 . Johns Hopkins University Press is located in the United States and is the publisher of the Johns Hopkins Journal of Math .,The American Journal of Mathematics was published by Johns Hopkins University based in the United States . Johns Hopkins University is the parent company of Johns Hopkins University Press . The American Journal of Mathematics was first published in 1878 .,4,3,0,32,27,1,6,0,4,3,0
85,False,American Journal of Mathematics is published in 1878 by the Johns Hopkins University Press whose parent company is Johns Hopkins University located in the United States .,Johns Hopkins University is the parent company of Johns Hopkins University Press in the US who publish the American Journal of Mathematics . The American Journal of Mathematics was first published in 1878 .,The American Journal of Mathematics was published by Johns Hopkins University based in the United States . Johns Hopkins University is the parent company of Johns Hopkins University Press . The American Journal of Mathematics was first published in 1878 .,4,3,0,32,27,1,6,0,4,3,0
86,True,"Andrew Rayel is associated with Mark Sixma and Christian Burns , who performs house music .",Andrew Rayel is associated with Mark Sixma and Christian Burns . Christian Burns performs house music .,Andrew Rayel is associated with Mark Sixma . Andrew Rayel is associated with Christian Burns . Christian Burns performs house music .,3,3,1,34,30,0,7,0,2,5,0
87,False,"Andrew Rayel is associated with Mark Sixma and Christian Burns , who performs house music .",Andrew Rayel is associated with Mark Sixma and Christian Burns . Burns is an exponent of house music .,Andrew Rayel is associated with Mark Sixma . Andrew Rayel is associated with Christian Burns . Christian Burns performs house music .,3,3,1,34,30,0,7,0,2,5,0
88,True,The A.E Dimitra Efxeinoupolis club is located in Greece where the leader is Alexis Tsipras and the capital city is Athens .,The A.E Dimitra Efxeinoupolis club is located in Greece where the capital city is Athens . The leader of Greece is Alexis Tsipras .,The A.E Dimitra Efxeinoupolis club is located in Greece . Greece 's leader is Alexis Tsipras . Athens is the capital of Greece .,4,3,0,29,25,0,7,0,2,5,0
89,False,The A.E Dimitra Efxeinoupolis club is located in Greece where the leader is Alexis Tsipras and the capital city is Athens .,The A.E Dimitra Efxeinoupolis club is located in Greece where the capital city is Athens . Greece 's leader is Alexis Tsipras .,The A.E Dimitra Efxeinoupolis club is located in Greece . Greece 's leader is Alexis Tsipras . Athens is the capital of Greece .,4,3,0,29,25,0,7,0,2,5,0
90,True,Akeem Priestley 's club is Dayton Dutch Lions and he played for the Jacksonville Dolphins youth team and the Jamaican national football team .,Akeem Priestley 's club is Dayton Dutch Lions and he plays for the Jamaican national football team . He played for the Jacksonville Dolphins youth team .,Akeem Priestley played for the Jacksonville Dolphins youth team . Akeem Priestley plays for the Jamaica national football team . Akeem Priestley 's club is Dayton Dutch Lions .,2,5,0,27,29,2,5,0,1,6,0
91,False,Akeem Priestley 's club is Dayton Dutch Lions and he played for the Jacksonville Dolphins youth team and the Jamaican national football team .,Akeem Priestley plays for Dayton Dutch Lions in the Jamaican National football team . His youth club is the Jacksonville Dolphins .,Akeem Priestley played for the Jacksonville Dolphins youth team . Akeem Priestley plays for the Jamaica national football team . Akeem Priestley 's club is Dayton Dutch Lions .,2,5,0,27,29,2,5,0,1,6,0
92,True,"Adisham Hall was constructed between 1927 and 1931 at St Benedict 's Monastery , Adisham , Haputhale , Sri Lanka in the Tudor Revival style of architecture .","Adisham Hall was constructed between 1927 and 1931 at St Benedict 's Monastery , Adisham , Haputhale , Sri Lanka . It was built in the Tudor Revival style of architecture .","Adisham Hall , Sri Lanka , was started in 1927 and completed in 1931 . It has the Tudor Revival style . The address of Adisham Hall is , St Benedict 's Monastery , Adisham , Haputhale , Sri Lanka .",3,4,0,28,23,3,4,0,2,5,0
93,False,"Adisham Hall was constructed between 1927 and 1931 at St Benedict 's Monastery , Adisham , Haputhale , Sri Lanka in the Tudor Revival style of architecture .","Adisham Hall was constructed between 1927 and 1931 in the Tudor Revival style . It is located on St Benedict 's Monastery , Adisham , Haputhale , Sri Lanka .","Adisham Hall , Sri Lanka , was started in 1927 and completed in 1931 . It has the Tudor Revival style . The address of Adisham Hall is , St Benedict 's Monastery , Adisham , Haputhale , Sri Lanka .",3,4,0,28,23,3,4,0,2,5,0
94,True,"Attached to the club Vigor Lamezia , Massimo Drago manages A.C. Cesena and once played for the club SSD Potenza Calcio .",Massimo Drago manages A.C. Cesena and is attached to the club Vigor Lamezia . He played for the club SSD Potenza Calcio .,Massimo Drago manages A.C. Cesena . Massimo Drago is attached to the club Vigor Lamezia . Massimo Drago played for the club SSD Potenza Calcio .,4,3,0,30,29,3,4,0,3,4,0
95,False,"Attached to the club Vigor Lamezia , Massimo Drago manages A.C. Cesena and once played for the club SSD Potenza Calcio .",Massimo Drago is attached to the club Vigor Lamezia and manages A.C. Cesena . Massimo Drago played for the club SSD Potenza Calcio .,Massimo Drago manages A.C. Cesena . Massimo Drago is attached to the club Vigor Lamezia . Massimo Drago played for the club SSD Potenza Calcio .,4,3,0,30,29,3,4,0,3,4,0
96,True,"Agnes Kant ; was born in Hessisch Oldendorf , worked at the House of Representatives in the Netherlands , and her alma mater is the Radboud University Nijmegen .",Agnes Kant worked at the House of Representatives in Netherlands . Agnes Kant was born in Hessisch Oldendorf and her alma mater is the Radboud University Nijmegen .,Agnes Kant was born in Hessisch Oldendorf . Agnes Kant 's alma mater is the Radboud University Nijmegen . Agnes Kant worked at the House of Representatives in the Netherlands .,6,1,0,31,28,3,4,0,3,4,0
97,False,"Agnes Kant ; was born in Hessisch Oldendorf , worked at the House of Representatives in the Netherlands , and her alma mater is the Radboud University Nijmegen .",Agnes Kant was born in Hessisch Oldendorf and worked at the House of Representatives in the Netherlands . Agnes Kant 's alma mater is the Radboud University Nijmegen .,Agnes Kant was born in Hessisch Oldendorf . Agnes Kant 's alma mater is the Radboud University Nijmegen . Agnes Kant worked at the House of Representatives in the Netherlands .,6,1,0,31,28,3,4,0,3,4,0
98,True,"Abner currently plays for Real Madrid Castilla who are managed by Luis Miguel Ramis , and also for the Brazilian national under 20 football team and Coritiba Football Club .",The footballer Abner plays for Real Madrid Castilla managed by Luis Miguel Ramis . Abner played for the Brazilian national under 20 football team and Coritiba Football Club .,Abner currently plays football for Real Madrid Castilla . Luis Miguel Ramis was a manager of Real Madrid Castilla . Abner plays for Coritiba Football Club and has played for the Brazil under 20 team .,3,4,0,26,28,3,4,0,1,6,0
99,True,"The full name of ACF Fiorentina is ACF Fiorentina S.p.A. , they have 47290 members and played the 2014-15 season in Serie A.",The full name of ACF Fiorentina is ACF Florentina S.p.A. . ACF F.C. Fiorenina played the 2014-15 season in Serie A. The club has 47290 members .,ACF Fiorentina have 47290 members . The full name of ACF Fiorentina is ACF Fiorentina S.p.A. ACF Fiorentina played the 2014-15 season in Serie A.,4,3,0,29,20,2,5,0,4,3,0
100,False,"The full name of ACF Fiorentina is ACF Fiorentina S.p.A. , they have 47290 members and played the 2014-15 season in Serie A.","ACF Fiorentina , have 47290 members , and played the 2014-15 season in Serie A. The full name of ACF Fiorentina is ACF Fiorentina S.p.A.",ACF Fiorentina have 47290 members . The full name of ACF Fiorentina is ACF Fiorentina S.p.A. ACF Fiorentina played the 2014-15 season in Serie A.,4,3,0,29,20,2,5,0,4,3,0
101,True,"Alfred Moore Scales took part in the Siege of Petersburg , part of the American Civil War conflict , during which Abraham Lincoln was a commander .",Alfred Moore Scales took part in the Siege of Petersburg which was part of the American Civil War conflict . Abraham Lincoln was one of the commanders in that war .,Alfred Moore Scales took part in the Siege of Petersburg . Siege of Petersburg was part of the American Civil War conflict . Abraham Lincoln was a commander in the American Civil War .,1,6,0,19,27,5,2,0,2,5,0
102,False,"Alfred Moore Scales took part in the Siege of Petersburg , part of the American Civil War conflict , during which Abraham Lincoln was a commander .",Alfred Moore Scales was at the Siege of Petersburg that took place during the American Civil War . Abraham Lincoln was a commander in that war .,Alfred Moore Scales took part in the Siege of Petersburg . Siege of Petersburg was part of the American Civil War conflict . Abraham Lincoln was a commander in the American Civil War .,1,6,0,19,27,5,2,0,2,5,0
103,True,The American Journal of Mathematics was published by Johns Hopkins University based in the United States and has an ISSN number of 0002-9327 .,Johns Hopkins University Press is located in the United States and publishes the American Journal of Mathematics . The ISSN number `` 0002-9327 '' is for American Journal Of Mathematics .,The American Journal of Mathematics was published by Johns Hopkins University . Johns Hopkins University Press is based in the United States . American Journal of Mathematics ISSN number : 0002-9327 .,5,2,0,31,28,1,6,0,1,5,1
104,False,The American Journal of Mathematics was published by Johns Hopkins University based in the United States and has an ISSN number of 0002-9327 .,The American Journal of Mathematics was published by Johns Hopkins University based in the United States . American Journal of Mathematics ISSN number : 0002-9327 .,The American Journal of Mathematics was published by Johns Hopkins University . Johns Hopkins University Press is based in the United States . American Journal of Mathematics ISSN number : 0002-9327 .,5,2,0,31,28,1,6,0,1,5,1
105,True,"Anders Osborne worked with Tab Benoit and is associated with Billy Iuso and Theresa Andersson , musicians .",Anders Osborne has worked with Tab Benoit . Anders Osborne is associated with Billy Iuso and Theresa Andersson .,Anders Osborne is associated with the musical artist Billy Iuso . Anders Osborne has worked with Tab Benoit . Anders Osborne is associated with the musical artist Theresa Andersson .,3,4,0,29,29,1,6,0,2,5,0
106,False,"Anders Osborne worked with Tab Benoit and is associated with Billy Iuso and Theresa Andersson , musicians .",Anders Osborne is associated with Billy Iuso and Theresa Andersson . Anders Osborne has worked with Tab Benoit .,Anders Osborne is associated with the musical artist Billy Iuso . Anders Osborne has worked with Tab Benoit . Anders Osborne is associated with the musical artist Theresa Andersson .,3,4,0,29,29,1,6,0,2,5,0
107,True,"Airey Neave ; was born in Knightsbridge , began his career on March 4th 1974 , fought in World War II , and ended his career on 30th March 1979 .",Airey Neave was born in Knightsbridge and his career ended on 30th March 1979 . He fought in World War II and began his political career on March 4th 1974 .,Airey Neave began his career on March 4th 1974 and fought in World War II . Airey Neave was born in Knightsbridge . Airey Neave ended his career on 30th March 1979 .,4,3,0,31,26,3,4,0,1,6,0
108,False,"Airey Neave ; was born in Knightsbridge , began his career on March 4th 1974 , fought in World War II , and ended his career on 30th March 1979 .","Airey Neave , began his career on March 4th 1974 , fought in World War II and ended his career on 30th March 1979 . Airey Neave was born in Knightsbridge .",Airey Neave began his career on March 4th 1974 and fought in World War II . Airey Neave was born in Knightsbridge . Airey Neave ended his career on 30th March 1979 .,4,3,0,31,26,3,4,0,1,6,0
109,True,"Abdul Taid Mahmud , a member of the Barisan Ra'ayat Jati Sarawak party , was born in Miri , Malaysia and lives in Sarawak .","Abdul Taid Mahmud , is a member of the Barisan Ra'ayat Jati Sarawak party . He was born in Miri , Malaysia and lives with his wife and two children in Sarawaka .","Abdul Taib Mahmud lives in Sarawak . Abdul Taib Mahmud was born in Miri , Malaysia . Abdul Taid Mahmud is a member of Barisan Ra'ayat Jati Sarawak party .",2,5,0,27,30,4,3,0,2,5,0
110,False,"Abdul Taid Mahmud , a member of the Barisan Ra'ayat Jati Sarawak party , was born in Miri , Malaysia and lives in Sarawak .","Abdul Taib Mahmud lives in Sarawak . Born in Miri , Malaysia , Abdul Taid Mahmud , is a member of Barisan Ra'ayat Jati Sarawak party .","Abdul Taib Mahmud lives in Sarawak . Abdul Taib Mahmud was born in Miri , Malaysia . Abdul Taid Mahmud is a member of Barisan Ra'ayat Jati Sarawak party .",2,5,0,27,30,4,3,0,2,5,0
111,True,"Verona , Italy is home to A.C. Chievo Verona who play in Serie A. Juventus FC have previously been champions of Serie A.",Verona . Italy is the home to A.C. Chievo Verona who play in Serie A. Juventus FC have been champions of Serie A since .,"A.C. Chievo Verona play in Serie A. Juventus FC have been Serie A champions . Verona , Italy is the home to A.C. Chievo Verona .",5,2,0,27,19,4,3,0,5,2,0
112,False,"Verona , Italy is home to A.C. Chievo Verona who play in Serie A. Juventus FC have previously been champions of Serie A.","Juventus FC have been Serie A champions . Verona , Italy is the home to A.C. Chievo Verona , played in Serie A.","A.C. Chievo Verona play in Serie A. Juventus FC have been Serie A champions . Verona , Italy is the home to A.C. Chievo Verona .",5,2,0,27,19,4,3,0,5,2,0
113,True,"Alfred Garth Jones was born in Manchester , England in 1872 and died in London in a place called Sidcup .",Alfred Garth Jones was born in 1872 in Manchester . England and died in Sidcup .,Alfred Garth Jones was born in Manchester in England . He died in London in Sidcup . Alfred Garth Jones was born in 1872 .,5,2,0,33,26,2,5,0,1,6,0
114,False,"Alfred Garth Jones was born in Manchester , England in 1872 and died in London in a place called Sidcup .","Alfred Garth Jones died in Sidcup , in London . Alfred Garth Jones was born in Manchester , England in 1872 .",Alfred Garth Jones was born in Manchester in England . He died in London in Sidcup . Alfred Garth Jones was born in 1872 .,5,2,0,33,26,2,5,0,1,6,0
115,True,"110 Lydia ; has a periapsis measurement of 377016000000.0 , an orbital period of 142603000.0 and its epoch is 31st December 2006 .",110 Lydia has an orbital period of 142603000.0 . The periapsis of 110 Lydia is 377016000000.0 and its epoch is 31st December 2006 .,110 Lydia has an orbital period of 142603000.0 . 110 Lydia has a periapsis measurement of 377016000000.0 . 110 Lydia 's epoch is 31st December 2006 .,2,5,0,26,30,3,4,0,3,4,0
116,False,"110 Lydia ; has a periapsis measurement of 377016000000.0 , an orbital period of 142603000.0 and its epoch is 31st December 2006 .",110 Lydia has an orbital period of 142603000.0 . 110 Lydia has a periapsis of 377016000000.0 and its epoch was on 31st December 2006 .,110 Lydia has an orbital period of 142603000.0 . 110 Lydia has a periapsis measurement of 377016000000.0 . 110 Lydia 's epoch is 31st December 2006 .,2,5,0,26,30,3,4,0,3,4,0
117,True,"Tomato is an ingredient in Amatriciana sauce , it comes from the Solanaceae family of plants and belongs to the genus Solanum and the order Solanales .",Tomato belongs to the genus Solanum and is an ingredient in Amatriciana sauce . The tomato comes from the Solanaceae family and is part of the order of Solanales .,Tomato belongs to the genus Solanum and is an ingredient in Amatriciana sauce . The tomato comes from the Solanaceae family . The tomato is of the order Solanales .,6,1,0,30,20,2,5,0,4,3,0
118,False,"Tomato is an ingredient in Amatriciana sauce , it comes from the Solanaceae family of plants and belongs to the genus Solanum and the order Solanales .","The tomato is from the family of solanaceae and the genus Solanum , and is a key ingredient in Amatriciana sauce . The tomato is of the order Solanales .",Tomato belongs to the genus Solanum and is an ingredient in Amatriciana sauce . The tomato comes from the Solanaceae family . The tomato is of the order Solanales .,6,1,0,30,20,2,5,0,4,3,0
119,True,"The 11th Mississippi Infantry Monument ( established in 2000 ) is located in Gettysburg , Pennsylvania , and falls under the category of Contributing property .",The 11th Mississippi Infantry Monument is in the municipality of Gettysburg Pennsylvania . It was established in 2000 and falls under the category of Contributing property .,"11th Mississippi Infantry Monument was established in 2000 . The 11th Mississippi Infantry Monument falls under the category of Contributing property . 11th Mississippi Infantry Monument is in Gettysburg , Pennsylvania .",5,2,0,28,24,2,5,0,4,3,0
120,False,"The 11th Mississippi Infantry Monument ( established in 2000 ) is located in Gettysburg , Pennsylvania , and falls under the category of Contributing property .","The 11th Mississippi Infantry monument which was erected in 2000 falls under the category of Contributing property . It is located in the municipality of Gettysburg , Pennsylvania .","11th Mississippi Infantry Monument was established in 2000 . The 11th Mississippi Infantry Monument falls under the category of Contributing property . 11th Mississippi Infantry Monument is in Gettysburg , Pennsylvania .",5,2,0,28,24,2,5,0,4,3,0
121,True,"Baymax is a character in the film Big Hero 6 , which was distributed by Walt Disney Studios Motion Pictures and starred Maya Rudolph .",Baymax is a character in the film Big Hero 6 . The film was distributed by Walt Disney Studios Motion Pictures and starred Maya Rudolph .,Baymax is a character in Big Hero 6 . Big Hero 6 was a film distributed by Walt Disney Studios Motion Pictures . Big Hero 6 stars Maya Rudolph .,2,4,1,30,25,2,4,1,4,2,1
122,False,"Baymax is a character in the film Big Hero 6 , which was distributed by Walt Disney Studios Motion Pictures and starred Maya Rudolph .",Walt Disney Studios Motion Pictures distributed the movie Big Hero 6 which starred Maya Rudolph . Baymax is a character in this film .,Baymax is a character in Big Hero 6 . Big Hero 6 was a film distributed by Walt Disney Studios Motion Pictures . Big Hero 6 stars Maya Rudolph .,2,4,1,30,25,2,4,1,4,2,1
123,True,"Atlas II originates from the United States where the capital is Washington , D.C. and African Americans are among the ethnic groups .",The Atlas II originated from the U.S. Washington D.C. is the capital city of the United States . United States has ethnic groups including African Americans .,"The Atlas II originated from the U.S. The capital of the United States is Washington , D.C. African Americans are among the ethnic groups in the United States .",6,1,0,31,28,2,5,0,2,5,0
124,False,"Atlas II originates from the United States where the capital is Washington , D.C. and African Americans are among the ethnic groups .","Atlas II comes from the United States , where African Americans are an ethnic group . The capital of the United States is Washington , D.C.","The Atlas II originated from the U.S. The capital of the United States is Washington , D.C. African Americans are among the ethnic groups in the United States .",6,1,0,31,28,2,5,0,2,5,0
125,True,"An artist with the band Kids Imagine Nation , Aaron Bertram plays for the Suburban Legends band which plays pop music .",Aaron Bertram is an artist with the band Kids Imagine Nation . Aaron Bertram plays for the Suburban Legends band which plays pop music .,Aaron Bertram is an artist with the band Kids Imagine Nation . Aaron Bertram plays for the Suburban Legends band . Suburban Legend performs pop music .,4,3,0,29,25,3,4,0,3,4,0
126,False,"An artist with the band Kids Imagine Nation , Aaron Bertram plays for the Suburban Legends band which plays pop music .",Aaron Bertram plays for the Suburban Legends pop music band . He is an artist with the band Kids Imagine Nation .,Aaron Bertram is an artist with the band Kids Imagine Nation . Aaron Bertram plays for the Suburban Legends band . Suburban Legend performs pop music .,4,3,0,29,25,3,4,0,3,4,0
127,True,"Yuzhnoye Design Office made the Antares Rocket which was launched from the Mid-Atlantic Regional Spaceport made its first flight on the 21st of April , 2013 and its last on the 28th of October of the following year .",The Antares rocket was made by the Yuzhnoye Design Office and launched from the Mid-Atlantic Regional Spaceport . It made its first flight on April 21st 2013 and its last on the 28th of October 2013 .,"The Antares rocket 's final flight was on the 28th October 2014 . The Antares rocket was made by the Yuzhnoye Design Office and its maiden flight was on April 21st , 2013 . It was launched from the Mid-Atlantic Regional Spaceport .",6,1,0,28,25,3,4,0,3,4,0
128,False,"Yuzhnoye Design Office made the Antares Rocket which was launched from the Mid-Atlantic Regional Spaceport made its first flight on the 21st of April , 2013 and its last on the 28th of October of the following year .",The Antares rocket 's final flight was on the 28th October 2014 . The Antares rocket is manufactured by the Yuzhnoye Design Office and was launched on its maiden flight on 21 April 2013 from the Mid-Atlantic Regional Spaceport .,"The Antares rocket 's final flight was on the 28th October 2014 . The Antares rocket was made by the Yuzhnoye Design Office and its maiden flight was on April 21st , 2013 . It was launched from the Mid-Atlantic Regional Spaceport .",6,1,0,28,25,3,4,0,3,4,0
129,True,"Containing noodles , the dish Bakso is made in China and is popular in the Indonesian region and also in the neighbouring Southeast Asian countries .",Bakso is made in China and contains noodles . Bakso is popular in the Indonesian region and also in the neighbouring Southeast Asian countries .,bakso contains noodles . Bakso is popular in the Indonesian region and also in the neighbouring Southeast Asian countries . Bakso is made in China .,3,4,0,31,24,2,5,0,4,3,0
130,False,"Containing noodles , the dish Bakso is made in China and is popular in the Indonesian region and also in the neighbouring Southeast Asian countries .",Bakso is made in China and it contains noodles . Bakso is popular in the Indonesian region and also in the neighbouring Southeast Asian countries .,bakso contains noodles . Bakso is popular in the Indonesian region and also in the neighbouring Southeast Asian countries . Bakso is made in China .,3,4,0,31,24,2,5,0,4,3,0
131,True,The 1st runway at Alderney Airport is made from Poaceae which belongs to the division of flowering plants and is of the class Monocotyledon .,The 1st runway at Alderney Airport is made from Poaceae which belongs to the division of flowering plants . Poaceae is of the class Monocotyledon .,The 1st runway at Alderney Airport is made from Poaceae . Poaceae belongs to the division of flowering plants . Poaceae class is Monocotyledon .,2,4,1,31,28,1,6,0,3,4,0
